Facies,Formation,Well Name,Depth,GR,ILD,DeltaPHI,PHIND,PE,NM_M,RELPOS,GR_clipped,GR_median_7,GR_median_9,GR_median_11,GR_median_15,1_GR,2_GR,3_GR,4_GR,5_GR,6_GR,7_GR,8_GR,9_GR,1_ILD,2_ILD,3_ILD,4_ILD,5_ILD,6_ILD,7_ILD,8_ILD,9_ILD,1_PHIND,2_PHIND,3_PHIND,4_PHIND,5_PHIND,6_PHIND,7_PHIND,8_PHIND,9_PHIND,1_PE,2_PE,3_PE,4_PE,5_PE,6_PE,7_PE,8_PE,9_PE
3,A1 SH,SHRIMPLIN,2793.0,77.45,4.613175745603794,9.9,11.915,4.6,1,1.0,77.45,77.45,77.45,77.45,77.45,0.012911555842479019,8.80056816347672,0.11362902728827268,4.349632566862877,0.11362902728827268,5998.5025000000005,0.00016670827427345408,8.699265133725754,0.11495223845094099,0.2167704104819695,2.147830474130534,0.46558609352295893,1.5289165017480464,0.46558609352295893,21.28139045982712,0.046989410860521545,3.0578330034960928,0.327028977336786,0.08392782207301722,3.4518111188186413,0.2897029894098734,2.4777981105507054,0.2897029894098734,141.96722499999998,0.007043879317920034,4.955596221101411,0.20179206605693634,0.2173913043478261,2.1447610589527217,0.4662524041201569,1.5260563034950492,0.4662524041201569,21.159999999999997,0.047258979206049156,3.0521126069900983,0.32764190866016896
3,A1 SH,SHRIMPLIN,2793.5,78.26,4.5814188671453335,14.2,12.565,4.1,1,0.9790000000000001,78.26,77.45,77.45,77.45,77.45,0.01277791975466394,8.846468221838588,0.11303946105083809,4.360036616782266,0.11303946105083809,6124.627600000001,0.00016327523325663097,8.720073233564532,0.11467793597774945,0.2182729911843002,2.140424926771629,0.46719695117188015,1.522008746469064,0.46719695117188015,20.98939883623523,0.04764309868054159,3.044017492938128,0.3285132238299939,0.07958615200955034,3.5447143749532204,0.2821101770754652,2.5309151709955553,0.2821101770754652,157.879225,0.0063339555916872535,5.061830341991111,0.1975569966666726,0.24390243902439027,2.0248456731316584,0.49386479832479485,1.410986973710262,0.49386479832479485,16.81,0.0594883997620464,2.821973947420524,0.3543618823675066
3,A1 SH,SHRIMPLIN,2794.0,79.05,4.549880601500485,14.8,13.05,3.6,1,0.9570000000000001,79.05,77.45,77.45,77.45,77.45,0.012650221378874131,8.891006692158093,0.11247320293685127,4.370080563655481,0.11247320293685127,6248.902499999999,0.00016002810093452413,8.740161127310962,0.11441436667285612,0.21978598727848253,2.133044913146576,0.4688133821452653,1.515100991190082,0.4688133821452653,20.701413487910415,0.04830588020397728,3.030201982380164,0.3300110044857537,0.07662835249042145,3.6124783736376886,0.27681826617913324,2.5687881337687024,0.27681826617913324,170.3025,0.00587190440539628,5.137576267537405,0.19464431240051064,0.2777777777777778,1.8973665961010275,0.5270462766947299,1.2809338454620642,0.5270462766947299,12.96,0.07716049382716049,2.561867690924129,0.3903402207470267
3,A1 SH,SHRIMPLIN,2794.5,86.1,4.518559443749224,13.9,13.115,3.5,1,0.9359999999999999,86.1,77.45,77.45,77.45,77.45,0.011614401858304297,9.279008567729637,0.10777013435226059,4.455509411433685,0.10777013435226059,7413.209999999999,0.00013489433052618234,8.91101882286737,0.11222061358840471,0.22130947096056378,2.125690345217107,0.47043540572597614,1.5081932359110999,0.47043540572597614,20.417379446695296,0.04897788193684461,3.0163864718222,0.3315225052696578,0.07624857033930614,3.621463792446364,0.27613143670959694,2.573756613318837,0.27613143670959694,172.00322500000001,0.005813844478788115,5.147513226637674,0.19426856347355018,0.2857142857142857,1.8708286933869707,0.5345224838248488,1.252762968495368,0.5345224838248488,12.25,0.08163265306122448,2.505525936990736,0.399117800073964
3,A1 SH,SHRIMPLIN,2795.0,74.58,4.436086439314326,13.5,13.3,3.4,1,0.915,74.58,75.65,75.65,76.89,76.89,0.013408420488066506,8.635971282953644,0.11579473428470961,4.311872374750675,0.11579473428470961,5562.176399999999,0.00017978573998480167,8.62374474950135,0.11595890521432964,0.2254239212152429,2.106201898991245,0.4747882909415973,1.4897725551671477,0.4747882909415973,19.678862897068452,0.050815944256056046,2.9795451103342954,0.3356217016253878,0.07518796992481203,3.646916505762094,0.27420424855354086,2.5877640352277083,0.27420424855354086,176.89000000000001,0.005653230821414438,5.1755280704554165,0.1932169986109274,0.29411764705882354,1.8439088914585775,0.5423261445466404,1.2237754316221157,0.5423261445466404,11.559999999999999,0.08650519031141869,2.4475508632442313,0.40857169304114027
3,A1 SH,SHRIMPLIN,2795.5,73.97,4.325138310350087,14.0,13.385,3.6,1,0.894,73.97,74.58,75.65,76.11,76.11,0.0135189941868325,8.600581375697807,0.11627120962143854,4.303659605599776,0.11627120962143854,5471.5608999999995,0.00018276320382361094,8.607319211199552,0.11618019216701454,0.23120647901755947,2.0796966871036955,0.4808393484497286,1.464444119144213,0.4808393484497286,18.706821403658004,0.05345643593969717,2.928888238288426,0.34142647948368854,0.07471049682480388,3.6585516259853432,0.2733322096365591,2.594134676972316,0.2733322096365591,179.158225,0.005581658335809031,5.188269353944632,0.1927424988526669,0.2777777777777778,1.8973665961010275,0.5270462766947299,1.2809338454620642,0.5270462766947299,12.96,0.07716049382716049,2.561867690924129,0.3903402207470267
3,A1 SH,SHRIMPLIN,2796.0,73.72,4.265795188015927,15.6,13.93,3.7,1,0.872,73.72,74.58,75.65,75.65,76.11,0.01356483993488877,8.586035173466271,0.11646819280339492,4.300274132801623,0.11646819280339492,5434.6384,0.00018400488245915312,8.600548265603244,0.11627165723833768,0.23442288153199217,2.0653801558105296,0.4841723675840993,1.450628608586249,0.4841723675840993,18.197008586099837,0.05495408738576245,2.9012572171724975,0.34467816024067605,0.07178750897343862,3.7322915213043046,0.26793191107712166,2.6340447877917144,0.26793191107712166,194.04489999999998,0.005153446444611531,5.268089575583429,0.18982213298627373,0.27027027027027023,1.9235384061671346,0.5198752449100363,1.308332819650179,0.5198752449100363,13.690000000000001,0.07304601899196493,2.616665639300358,0.3821657551430145
3,A1 SH,SHRIMPLIN,2796.5,75.65,4.216965034285822,16.5,13.92,3.5,1,0.83,75.65,74.58,74.95,74.95,76.11,0.013218770654329146,8.697700845625814,0.11497291269829232,4.326117440234365,0.11497291269829232,5722.922500000001,0.00017473589761175343,8.65223488046873,0.11557707503495622,0.23713737056616555,2.053525026457146,0.48696752516586317,1.4391156831212786,0.48696752516586317,17.782794100389225,0.05623413251903492,2.8782313662425567,0.3474355855226015,0.07183908045977011,3.730951621235526,0.2680281337094487,2.6333266549062735,0.2680281337094487,193.7664,0.0051608534813053246,5.266653309812547,0.18987389926290638,0.2857142857142857,1.8708286933869707,0.5345224838248488,1.252762968495368,0.5345224838248488,12.25,0.08163265306122448,2.505525936990736,0.399117800073964
3,A1 SH,SHRIMPLIN,2797.0,73.79,4.207266283844441,16.2,13.98,3.4,1,0.809,73.79,74.95,74.58,74.95,76.11,0.01355197181189863,8.590110593001699,0.11641293661745086,4.301223221070275,0.11641293661745086,5444.964100000001,0.00018365593999049504,8.60244644214055,0.11624600126556203,0.23768402866248764,2.0511621788255656,0.4875284901033863,1.4368130980282845,0.4875284901033863,17.701089583174213,0.056493697481230246,2.873626196056569,0.34799237331991334,0.07153075822603719,3.7389838191679834,0.2674523475799702,2.637627736805664,0.2674523475799702,195.4404,0.005116649372391788,5.275255473611328,0.18956427892494487,0.29411764705882354,1.8439088914585775,0.5423261445466404,1.2237754316221157,0.5423261445466404,11.559999999999999,0.08650519031141869,2.4475508632442313,0.40857169304114027
3,A1 SH,SHRIMPLIN,2797.5,76.89,4.120975190973302,16.9,14.22,3.5,1,0.787,76.89,74.95,74.95,74.95,75.65,0.013005592404734036,8.768694315575154,0.11404206419007872,4.342375829044089,0.11404206419007872,5912.0721,0.00016914543379807563,8.684751658088178,0.11514434026086308,0.24266100950824157,2.030018519859684,0.49260634334957726,1.416089832191338,0.49260634334957726,16.98243652461744,0.058884365535558904,2.832179664382676,0.35308494463679013,0.07032348804500703,3.7709415269929605,0.26518576139191,2.6546494243750947,0.26518576139191,202.2084,0.004945392970816247,5.309298848750189,0.18834878737997585,0.2857142857142857,1.8708286933869707,0.5345224838248488,1.252762968495368,0.5345224838248488,12.25,0.08163265306122448,2.505525936990736,0.399117800073964
